Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
318,6,Sep 30 2022,7:30 PM,Fri,Texas-San Antonio,0,@,Middle Tennessee State,0,
319,6,Sep 30 2022,7:00 PM,Fri,Tulane,0,@,Houston,0,
320,6,Sep 30 2022,10:30 PM,Fri,Washington,0,@,UCLA,0,
321,6,Oct 1 2022,1:00 AM,Sat,(2) Alabama,0,@,(10) Arkansas,0,
322,6,Oct 1 2022,7:30 PM,Sat,Alabama-Birmingham,0,@,Rice,0,
323,6,Oct 1 2022,3:00 AM,Sat,Arizona State,0,@,(7) Southern California,0,
324,6,Oct 1 2022,3:30 PM,Sat,Bowling Green,0,@,Akron,0,
325,6,Oct 1 2022,3:00 AM,Sat,California,0,@,Washington State,0,
326,6,Oct 1 2022,3:30 PM,Sat,Central Michigan,0,@,Toledo,0,
327,6,Oct 1 2022,1:00 AM,Sat,Cincinnati,0,@,Tulsa,0,
328,6,Oct 1 2022,12:00 AM,Sat,Citadel,0,@,Appalachian State,0,
329,6,Oct 1 2022,3:00 AM,Sat,Colorado,0,@,Arizona,0,
330,6,Oct 1 2022,12:00 AM,Sat,East Carolina,0,@,South Florida,0,
331,6,Oct 1 2022,12:00 PM,Sat,Eastern Washington,0,@,(18) Florida,0,
332,6,Oct 1 2022,4:00 PM,Sat,Florida Atlantic,0,@,North Texas,0,
333,6,Oct 1 2022,2:00 AM,Sat,Florida International,0,@,New Mexico State,0,
334,6,Oct 1 2022,3:30 PM,Sat,Fresno State,0,@,Connecticut,0,
335,6,Oct 1 2022,12:00 AM,Sat,Gardner-Webb,0,@,Marshall,0,
336,6,Oct 1 2022,1:00 AM,Sat,(1) Georgia,0,@,Missouri,0,
337,6,Oct 1 2022,12:00 AM,Sat,Georgia Southern,0,@,Coastal Carolina,0,
338,6,Oct 1 2022,12:00 PM,Sat,Georgia State,0,@,Army,0,
339,6,Oct 1 2022,12:00 AM,Sat,Georgia Tech,0,@,(23) Pittsburgh,0,
340,6,Oct 1 2022,1:00 AM,Sat,Illinois,0,@,Wisconsin,0,
341,6,Oct 1 2022,7:00 PM,Sat,Indiana,0,@,Nebraska,0,
342,6,Oct 1 2022,1:00 AM,Sat,Iowa State,0,@,Kansas,0,
343,6,Oct 1 2022,1:00 AM,Sat,(9) Kentucky,0,@,(20) Mississippi,0,
344,6,Oct 1 2022,12:00 AM,Sat,Liberty,0,@,Old Dominion,0,
345,6,Oct 1 2022,1:00 AM,Sat,Louisiana State,0,@,Auburn,0,
346,6,Oct 1 2022,1:00 AM,Sat,Louisiana-Monroe,0,@,Arkansas State,0,
347,6,Oct 1 2022,12:00 AM,Sat,Louisville,0,@,Boston College,0,
348,6,Oct 1 2022,2:00 PM,Sat,Massachusetts,0,@,Eastern Michigan,0,
349,6,Oct 1 2022,3:30 PM,Sat,Miami (OH),0,@,Buffalo,0,
350,6,Oct 1 2022,1:00 AM,Sat,(4) Michigan,0,@,Iowa,0,
351,6,Oct 1 2022,12:00 AM,Sat,(11) Michigan State,0,@,Maryland,0,
352,6,Oct 1 2022,12:00 PM,Sat,Navy,0,@,Air Force,0,
353,6,Oct 1 2022,12:00 AM,Sat,New Hampshire,0,@,Western Michigan,0,
354,6,Oct 1 2022,12:00 AM,Sat,(16) North Carolina State,0,@,(5) Clemson,0,
355,6,Oct 1 2022,12:00 AM,Sat,Northern Illinois,0,@,Ball State,0,
356,6,Oct 1 2022,12:00 AM,Sat,Northwestern,0,@,(22) Penn State,0,
357,6,Oct 1 2022,3:30 PM,Sat,Ohio,0,@,Kent State,0,
358,6,Oct 1 2022,1:00 AM,Sat,(6) Oklahoma,0,@,Texas Christian,0,
359,6,Oct 1 2022,1:00 AM,Sat,(8) Oklahoma State,0,@,(17) Baylor,0,
360,6,Oct 1 2022,2:00 AM,Sat,Oregon State,0,@,(14) Utah,0,
361,6,Oct 1 2022,12:00 PM,Sat,Purdue,0,@,Minnesota,0,
362,6,Oct 1 2022,3:30 PM,Sat,Rutgers,0,@,(3) Ohio State,0,
363,6,Oct 1 2022,7:30 PM,Sat,San Jose State,0,@,Wyoming,0,
364,6,Oct 1 2022,1:00 AM,Sat,South Alabama,0,@,Louisiana,0,
365,6,Oct 1 2022,12:00 AM,Sat,South Carolina State,0,@,South Carolina,0,
366,6,Oct 1 2022,12:00 AM,Sat,Southern Methodist,0,@,Central Florida,0,
367,6,Oct 1 2022,3:00 AM,Sat,Stanford,0,@,(25) Oregon,0,
368,6,Oct 1 2022,1:00 AM,Sat,Temple,0,@,Memphis,0,
369,6,Oct 1 2022,1:00 AM,Sat,(24) Texas A&M,0,@,Mississippi State,0,
370,6,Oct 1 2022,12:00 AM,Sat,Texas State,0,@,James Madison,0,
371,6,Oct 1 2022,1:00 AM,Sat,Texas Tech,0,@,Kansas State,0,
372,6,Oct 1 2022,6:00 PM,Sat,Texas-El Paso,0,@,Charlotte,0,
373,6,Oct 1 2022,7:00 PM,Sat,Troy,0,@,Western Kentucky,0,
374,6,Oct 1 2022,12:00 AM,Sat,Virginia,0,@,Duke,0,
375,6,Oct 1 2022,12:00 AM,Sat,Virginia Tech,0,@,North Carolina,0,
376,6,Oct 1 2022,12:00 AM,Sat,Wagner,0,@,Syracuse,0,
377,6,Oct 1 2022,12:00 AM,Sat,(19) Wake Forest,0,@,Florida State,0,
378,6,Oct 1 2022,1:00 AM,Sat,West Virginia,0,@,(21) Texas,0,
379,7,Oct 7 2022,10:30 PM,Fri,Colorado State,0,@,Nevada,0,
380,7,Oct 7 2022,7:30 PM,Fri,Houston,0,@,Memphis,0,
381,7,Oct 7 2022,7:00 PM,Fri,Nebraska,0,@,Rutgers,0,
382,7,Oct 7 2022,10:30 PM,Fri,Nevada-Las Vegas,0,@,San Jose State,0,
383,7,Oct 8 2022,2:00 AM,Sat,Air Force,0,@,Utah State,0,
384,7,Oct 8 2022,2:00 PM,Sat,Akron,0,@,Ohio,0,
385,7,Oct 8 2022,7:00 PM,Sat,Appalachian State,0,@,Texas State,0,
386,7,Oct 8 2022,1:00 AM,Sat,(10) Arkansas,0,@,Mississippi State,0,
387,7,Oct 8 2022,12:00 AM,Sat,Army,0,@,(19) Wake Forest,0,
388,7,Oct 8 2022,12:00 AM,Sat,Auburn,0,@,(1) Georgia,0,
389,7,Oct 8 2022,3:30 PM,Sat,Ball State,0,@,Central Michigan,0,
390,7,Oct 8 2022,12:00 AM,Sat,Buffalo,0,@,Bowling Green,0,
391,7,Oct 8 2022,12:00 AM,Sat,(5) Clemson,0,@,Boston College,0,
392,7,Oct 8 2022,8:00 PM,Sat,Coastal Carolina,0,@,Louisiana-Monroe,0,
393,7,Oct 8 2022,7:00 PM,Sat,Connecticut,0,@,Florida International,0,
394,7,Oct 8 2022,12:00 AM,Sat,Duke,0,@,Georgia Tech,0,
395,7,Oct 8 2022,1:00 AM,Sat,East Carolina,0,@,Tulane,0,
396,7,Oct 8 2022,12:00 AM,Sat,Eastern Michigan,0,@,Western Michigan,0,
397,7,Oct 8 2022,12:00 AM,Sat,Florida State,0,@,(16) North Carolina State,0,
398,7,Oct 8 2022,2:00 AM,Sat,Fresno State,0,@,Boise State,0,
399,7,Oct 8 2022,12:00 AM,Sat,Georgia Southern,0,@,Georgia State,0,
400,7,Oct 8 2022,10:30 PM,Sat,Hawaii,0,@,San Diego State,0,
401,7,Oct 8 2022,1:00 AM,Sat,Iowa,0,@,Illinois,0,
402,7,Oct 8 2022,1:00 AM,Sat,James Madison,0,@,Arkansas State,0,
403,7,Oct 8 2022,1:00 AM,Sat,Kansas State,0,@,Iowa State,0,
404,7,Oct 8 2022,3:30 PM,Sat,Kent State,0,@,Miami (OH),0,
405,7,Oct 8 2022,3:30 PM,Sat,Liberty,0,@,Massachusetts,0,
406,7,Oct 8 2022,12:00 AM,Sat,Louisville,0,@,Virginia,0,
407,7,Oct 8 2022,12:00 PM,Sat,(4) Michigan,0,@,Indiana,0,
408,7,Oct 8 2022,3:30 PM,Sat,Middle Tennessee State,0,@,Alabama-Birmingham,0,
409,7,Oct 8 2022,1:00 AM,Sat,(20) Mississippi,0,@,Vanderbilt,0,
410,7,Oct 8 2022,12:00 AM,Sat,Missouri,0,@,(18) Florida,0,
411,7,Oct 8 2022,12:00 AM,Sat,North Carolina,0,@,(13) Miami (FL),0,
412,7,Oct 8 2022,7:30 PM,Sat,Notre Dame,0,N,(12) Brigham Young,0,
413,7,Oct 8 2022,12:00 AM,Sat,(3) Ohio State,0,@,(11) Michigan State,0,
414,7,Oct 8 2022,3:00 AM,Sat,(25) Oregon,0,@,Arizona,0,
415,7,Oct 8 2022,3:00 AM,Sat,Oregon State,0,@,Stanford,0,
416,7,Oct 8 2022,12:00 AM,Sat,Purdue,0,@,Maryland,0,
417,7,Oct 8 2022,12:00 AM,Sat,South Carolina,0,@,(9) Kentucky,0,
418,7,Oct 8 2022,12:00 AM,Sat,South Florida,0,@,Cincinnati,0,
419,7,Oct 8 2022,5:00 PM,Sat,Southern Mississippi,0,@,Troy,0,
420,7,Oct 8 2022,1:00 AM,Sat,(15) Tennessee,0,@,Louisiana State,0,
421,7,Oct 8 2022,1:00 AM,Sat,(21) Texas,0,N,(6) Oklahoma,0,
422,7,Oct 8 2022,1:00 AM,Sat,(24) Texas A&M,0,@,(2) Alabama,0,
423,7,Oct 8 2022,1:00 AM,Sat,Texas Christian,0,@,Kansas,0,
424,7,Oct 8 2022,1:00 AM,Sat,Texas Tech,0,@,(8) Oklahoma State,0,
425,7,Oct 8 2022,7:00 PM,Sat,Texas-El Paso,0,@,Louisiana Tech,0,
426,7,Oct 8 2022,3:30 PM,Sat,Toledo,0,@,Northern Illinois,0,
427,7,Oct 8 2022,3:30 PM,Sat,Tulsa,0,@,Navy,0,
428,7,Oct 8 2022,3:00 AM,Sat,(14) Utah,0,@,UCLA,0,
429,7,Oct 8 2022,12:00 AM,Sat,Virginia Tech,0,@,(23) Pittsburgh,0,
430,7,Oct 8 2022,3:00 AM,Sat,Washington,0,@,Arizona State,0,
431,7,Oct 8 2022,3:00 AM,Sat,Washington State,0,@,(7) Southern California,0,
432,7,Oct 8 2022,6:00 PM,Sat,Western Kentucky,0,@,Texas-San Antonio,0,
433,7,Oct 8 2022,1:00 AM,Sat,Wisconsin,0,@,Northwestern,0,
434,7,Oct 8 2022,7:00 PM,Sat,Wyoming,0,@,New Mexico,0,
435,8,Oct 12 2022,7:30 PM,Wed,Louisiana,0,@,Marshall,0,
436,8,Oct 13 2022,7:00 PM,Thu,(17) Baylor,0,@,West Virginia,0,
437,8,Oct 13 2022,7:00 PM,Thu,Temple,0,@,Central Florida,0,
438,8,Oct 14 2022,7:30 PM,Fri,Navy,0,@,Southern Methodist,0,
439,8,Oct 14 2022,8:00 PM,Fri,Texas-San Antonio,0,@,Florida International,0,
440,8,Oct 15 2022,9:30 PM,Sat,Air Force,0,@,Nevada-Las Vegas,0,
441,8,Oct 15 2022,12:00 AM,Sat,(2) Alabama,0,@,(15) Tennessee,0,
442,8,Oct 15 2022,3:00 AM,Sat,Arizona,0,@,Washington,0,
443,8,Oct 15 2022,2:00 AM,Sat,(10) Arkansas,0,@,(12) Brigham Young,0,
444,8,Oct 15 2022,7:00 PM,Sat,Arkansas State,0,@,Southern Mississippi,0,
445,8,Oct 15 2022,1:00 AM,Sat,Auburn,0,@,(20) Mississippi,0,
446,8,Oct 15 2022,1:00 PM,Sat,Buffalo,0,@,Massachusetts,0,
447,8,Oct 15 2022,2:00 AM,Sat,California,0,@,Colorado,0,
448,8,Oct 15 2022,12:00 AM,Sat,Central Michigan,0,@,Akron,0,
449,8,Oct 15 2022,3:30 PM,Sat,Charlotte,0,@,Alabama-Birmingham,0,
450,8,Oct 15 2022,12:00 AM,Sat,(5) Clemson,0,@,Florida State,0,
451,8,Oct 15 2022,12:00 PM,Sat,Colgate,0,@,Army,0,
452,8,Oct 15 2022,12:00 AM,Sat,Connecticut,0,@,Ball State,0,
453,8,Oct 15 2022,12:00 AM,Sat,Gardner-Webb,0,@,Liberty,0,
454,8,Oct 15 2022,1:00 AM,Sat,Iowa State,0,@,(21) Texas,0,
455,8,Oct 15 2022,4:00 PM,Sat,James Madison,0,@,Georgia Southern,0,
456,8,Oct 15 2022,1:00 AM,Sat,Kansas,0,@,(6) Oklahoma,0,
457,8,Oct 15 2022,12:00 AM,Sat,Kent State,0,@,Toledo,0,
458,8,Oct 15 2022,12:00 AM,Sat,Louisiana State,0,@,(18) Florida,0,
459,8,Oct 15 2022,4:00 PM,Sat,Louisiana Tech,0,@,North Texas,0,
460,8,Oct 15 2022,1:00 AM,Sat,Louisiana-Monroe,0,@,South Alabama,0,
461,8,Oct 15 2022,12:00 AM,Sat,Maryland,0,@,Indiana,0,
462,8,Oct 15 2022,12:00 AM,Sat,Memphis,0,@,East Carolina,0,
463,8,Oct 15 2022,12:00 AM,Sat,(13) Miami (FL),0,@,Virginia Tech,0,
464,8,Oct 15 2022,12:00 AM,Sat,Miami (OH),0,@,Bowling Green,0,
465,8,Oct 15 2022,12:00 PM,Sat,Minnesota,0,@,Illinois,0,
466,8,Oct 15 2022,12:00 AM,Sat,Mississippi State,0,@,(9) Kentucky,0,
467,8,Oct 15 2022,12:00 AM,Sat,Nebraska,0,@,Purdue,0,
468,8,Oct 15 2022,2:00 AM,Sat,New Mexico,0,@,New Mexico State,0,
469,8,Oct 15 2022,12:00 AM,Sat,North Carolina,0,@,Duke,0,
470,8,Oct 15 2022,12:00 AM,Sat,(16) North Carolina State,0,@,Syracuse,0,
471,8,Oct 15 2022,12:00 AM,Sat,Northern Illinois,0,@,Eastern Michigan,0,
472,8,Oct 15 2022,3:30 PM,Sat,Ohio,0,@,Western Michigan,0,
473,8,Oct 15 2022,1:00 AM,Sat,(8) Oklahoma State,0,@,Texas Christian,0,
474,8,Oct 15 2022,12:00 AM,Sat,Old Dominion,0,@,Coastal Carolina,0,
475,8,Oct 15 2022,12:00 AM,Sat,(22) Penn State,0,@,(4) Michigan,0,
476,8,Oct 15 2022,6:00 PM,Sat,Rice,0,@,Florida Atlantic,0,
477,8,Oct 15 2022,3:00 AM,Sat,San Jose State,0,@,Fresno State,0,
478,8,Oct 15 2022,2:00 AM,Sat,(7) Southern California,0,@,(14) Utah,0,
479,8,Oct 15 2022,7:30 PM,Sat,Stanford,0,@,Notre Dame,0,
480,8,Oct 15 2022,3:30 PM,Sat,Texas State,0,@,Troy,0,
481,8,Oct 15 2022,12:00 AM,Sat,Tulane,0,@,South Florida,0,
482,8,Oct 15 2022,7:00 PM,Sat,Utah State,0,@,Colorado State,0,
483,8,Oct 15 2022,12:00 AM,Sat,Vanderbilt,0,@,(1) Georgia,0,
484,8,Oct 15 2022,3:00 AM,Sat,Washington State,0,@,Oregon State,0,
485,8,Oct 15 2022,3:30 PM,Sat,Western Kentucky,0,@,Middle Tennessee State,0,
486,8,Oct 15 2022,12:00 AM,Sat,Wisconsin,0,@,(11) Michigan State,0,
487,8,Oct 16 2022,12:00 AM,Sun,Nevada,0,@,Hawaii,0,
488,9,Oct 19 2022,7:30 PM,Wed,Georgia State,0,@,Appalachian State,0,
489,9,Oct 20 2022,7:30 PM,Thu,Troy,0,@,South Alabama,0,
490,9,Oct 20 2022,7:30 PM,Thu,Virginia,0,@,Georgia Tech,0,
491,9,Oct 21 2022,8:00 PM,Fri,Alabama-Birmingham,0,@,Western Kentucky,0,
492,9,Oct 21 2022,7:30 PM,Fri,Tulsa,0,@,Temple,0,
493,9,Oct 22 2022,12:00 AM,Sat,Akron,0,@,Kent State,0,
494,9,Oct 22 2022,3:00 AM,Sat,Arizona State,0,@,Stanford,0,
495,9,Oct 22 2022,1:00 AM,Sat,Arkansas State,0,@,Louisiana,0,
496,9,Oct 22 2022,7:00 PM,Sat,Boise State,0,@,Air Force,0,
497,9,Oct 22 2022,12:00 AM,Sat,Boston College,0,@,(19) Wake Forest,0,
498,9,Oct 22 2022,12:00 AM,Sat,Bowling Green,0,@,Central Michigan,0,
499,9,Oct 22 2022,12:00 AM,Sat,(12) Brigham Young,0,@,Liberty,0,
500,9,Oct 22 2022,12:00 AM,Sat,Central Florida,0,@,East Carolina,0,
501,9,Oct 22 2022,1:00 AM,Sat,Cincinnati,0,@,Southern Methodist,0,
502,9,Oct 22 2022,3:00 AM,Sat,Colorado,0,@,Oregon State,0,
503,9,Oct 22 2022,12:00 AM,Sat,Duke,0,@,(13) Miami (FL),0,
504,9,Oct 22 2022,2:00 PM,Sat,Eastern Michigan,0,@,Ball State,0,
505,9,Oct 22 2022,4:00 PM,Sat,Florida Atlantic,0,@,Texas-El Paso,0,
506,9,Oct 22 2022,3:30 PM,Sat,Florida International,0,@,Charlotte,0,
507,9,Oct 22 2022,2:00 AM,Sat,Fresno State,0,@,New Mexico,0,
508,9,Oct 22 2022,12:00 AM,Sat,Georgia Southern,0,@,Old Dominion,0,
509,9,Oct 22 2022,4:00 PM,Sat,Hawaii,0,@,Colorado State,0,
510,9,Oct 22 2022,12:00 PM,Sat,Houston,0,@,Navy,0,
511,9,Oct 22 2022,12:00 PM,Sat,Indiana,0,@,Rutgers,0,
512,9,Oct 22 2022,12:00 AM,Sat,Iowa,0,@,(3) Ohio State,0,
513,9,Oct 22 2022,1:00 AM,Sat,Kansas,0,@,(17) Baylor,0,
514,9,Oct 22 2022,1:00 AM,Sat,Kansas State,0,@,Texas Christian,0,
515,9,Oct 22 2022,12:00 PM,Sat,Louisiana-Monroe,0,@,Army,0,
516,9,Oct 22 2022,12:00 AM,Sat,Marshall,0,@,James Madison,0,
517,9,Oct 22 2022,1:00 AM,Sat,Memphis,0,@,Tulane,0,
518,9,Oct 22 2022,7:30 PM,Sat,Minnesota,0,@,(22) Penn State,0,
519,9,Oct 22 2022,1:00 AM,Sat,(20) Mississippi,0,@,Louisiana State,0,
520,9,Oct 22 2022,1:00 AM,Sat,Mississippi State,0,@,(2) Alabama,0,
521,9,Oct 22 2022,2:30 PM,Sat,Nevada-Las Vegas,0,@,Notre Dame,0,
522,9,Oct 22 2022,3:30 PM,Sat,North Texas,0,@,Texas-San Antonio,0,
523,9,Oct 22 2022,12:00 AM,Sat,Northern Illinois,0,@,Ohio,0,
524,9,Oct 22 2022,3:30 PM,Sat,Northwestern,0,@,Maryland,0,
525,9,Oct 22 2022,12:00 AM,Sat,(23) Pittsburgh,0,@,Louisville,0,
526,9,Oct 22 2022,3:30 PM,Sat,Purdue,0,@,Wisconsin,0,
527,9,Oct 22 2022,3:00 PM,Sat,Rice,0,@,Louisiana Tech,0,
528,9,Oct 22 2022,10:30 PM,Sat,San Diego State,0,@,Nevada,0,
529,9,Oct 22 2022,2:00 AM,Sat,San Jose State,0,@,New Mexico State,0,
530,9,Oct 22 2022,5:00 PM,Sat,Southern Mississippi,0,@,Texas State,0,
531,9,Oct 22 2022,12:00 AM,Sat,Syracuse,0,@,(5) Clemson,0,
532,9,Oct 22 2022,12:00 AM,Sat,Tennessee-Martin,0,@,(15) Tennessee,0,
533,9,Oct 22 2022,1:00 AM,Sat,(21) Texas,0,@,(8) Oklahoma State,0,
534,9,Oct 22 2022,12:00 AM,Sat,(24) Texas A&M,0,@,South Carolina,0,
535,9,Oct 22 2022,12:00 AM,Sat,Toledo,0,@,Buffalo,0,
536,9,Oct 22 2022,3:00 AM,Sat,UCLA,0,@,(25) Oregon,0,
537,9,Oct 22 2022,2:00 AM,Sat,Utah State,0,@,Wyoming,0,
538,9,Oct 22 2022,1:00 AM,Sat,Vanderbilt,0,@,Missouri,0,
539,9,Oct 22 2022,3:00 AM,Sat,Washington,0,@,California,0,
540,9,Oct 22 2022,1:00 AM,Sat,West Virginia,0,@,Texas Tech,0,
541,9,Oct 22 2022,12:00 AM,Sat,Western Michigan,0,@,Miami (OH),0,
542,10,Oct 27 2022,7:30 PM,Thu,Louisiana,0,@,Southern Mississippi,0,
543,10,Oct 27 2022,10:00 PM,Thu,(14) Utah,0,@,Washington State,0,
544,10,Oct 27 2022,7:30 PM,Thu,Virginia Tech,0,@,(16) North Carolina State,0,
545,10,Oct 28 2022,2:00 AM,Fri,East Carolina,0,@,(12) Brigham Young,0,
546,10,Oct 28 2022,8:00 PM,Fri,Louisiana Tech,0,@,Florida International,0,
547,10,Oct 29 2022,7:00 PM,Sat,Alabama-Birmingham,0,@,Florida Atlantic,0,
548,10,Oct 29 2022,2:00 AM,Sat,Arizona State,0,@,Colorado,0,
549,10,Oct 29 2022,1:00 AM,Sat,(10) Arkansas,0,@,Auburn,0,
550,10,Oct 29 2022,1:00 AM,Sat,(17) Baylor,0,@,Texas Tech,0,
551,10,Oct 29 2022,12:00 PM,Sat,Boston College,0,@,Connecticut,0,
552,10,Oct 29 2022,2:00 PM,Sat,Charlotte,0,@,Rice,0,
553,10,Oct 29 2022,12:00 AM,Sat,Cincinnati,0,@,Central Florida,0,
554,10,Oct 29 2022,12:00 AM,Sat,Coastal Carolina,0,@,Marshall,0,
555,10,Oct 29 2022,2:00 AM,Sat,Colorado State,0,@,Boise State,0,
556,10,Oct 29 2022,3:30 PM,Sat,(1) Georgia,0,N,(18) Florida,0,
557,10,Oct 29 2022,12:00 AM,Sat,Georgia Tech,0,@,Florida State,0,
558,10,Oct 29 2022,1:00 AM,Sat,Illinois,0,@,Nebraska,0,
559,10,Oct 29 2022,12:00 AM,Sat,(9) Kentucky,0,@,(15) Tennessee,0,
560,10,Oct 29 2022,12:00 AM,Sat,(13) Miami (FL),0,@,Virginia,0,
561,10,Oct 29 2022,12:00 AM,Sat,Miami (OH),0,@,Akron,0,
562,10,Oct 29 2022,12:00 AM,Sat,(11) Michigan State,0,@,(4) Michigan,0,
563,10,Oct 29 2022,9:00 PM,Sat,Middle Tennessee State,0,@,Texas-El Paso,0,
564,10,Oct 29 2022,1:00 AM,Sat,(20) Mississippi,0,@,(24) Texas A&M,0,
565,10,Oct 29 2022,12:00 AM,Sat,Missouri,0,@,South Carolina,0,
566,10,Oct 29 2022,10:30 PM,Sat,Nevada,0,@,San Jose State,0,
567,10,Oct 29 2022,3:30 PM,Sat,New Mexico State,0,@,Massachusetts,0,
568,10,Oct 29 2022,3:30 PM,Sat,North Texas,0,@,Western Kentucky,0,
569,10,Oct 29 2022,3:00 PM,Sat,Northwestern,0,@,Iowa,0,
570,10,Oct 29 2022,12:00 AM,Sat,Notre Dame,0,@,Syracuse,0,
571,10,Oct 29 2022,12:00 AM,Sat,(3) Ohio State,0,@,(22) Penn State,0,
572,10,Oct 29 2022,1:00 AM,Sat,(6) Oklahoma,0,@,Iowa State,0,
573,10,Oct 29 2022,1:00 AM,Sat,(8) Oklahoma State,0,@,Kansas State,0,
574,10,Oct 29 2022,12:00 AM,Sat,Old Dominion,0,@,Georgia State,0,
575,10,Oct 29 2022,3:00 AM,Sat,(25) Oregon,0,@,California,0,
576,10,Oct 29 2022,12:00 AM,Sat,(23) Pittsburgh,0,@,North Carolina,0,
577,10,Oct 29 2022,12:00 AM,Sat,Robert Morris,0,@,Appalachian State,0,
578,10,Oct 29 2022,1:00 AM,Sat,Rutgers,0,@,Minnesota,0,
579,10,Oct 29 2022,3:00 AM,Sat,San Diego State,0,@,Fresno State,0,
580,10,Oct 29 2022,1:00 AM,Sat,South Alabama,0,@,Arkansas State,0,
581,10,Oct 29 2022,1:00 AM,Sat,South Florida,0,@,Houston,0,
582,10,Oct 29 2022,3:00 AM,Sat,(7) Southern California,0,@,Arizona,0,
583,10,Oct 29 2022,1:00 AM,Sat,Southern Methodist,0,@,Tulsa,0,
584,10,Oct 29 2022,3:00 AM,Sat,Stanford,0,@,UCLA,0,
585,10,Oct 29 2022,3:30 PM,Sat,Temple,0,@,Navy,0,
586,10,Oct 29 2022,12:00 AM,Sat,Texas Christian,0,@,West Virginia,0,
587,10,Oct 29 2022,12:00 AM,Sat,Toledo,0,@,Eastern Michigan,0,
588,10,Oct 29 2022,12:00 AM,Sat,(19) Wake Forest,0,@,Louisville,0,
589,10,Oct 30 2022,12:00 AM,Sun,Wyoming,0,@,Hawaii,0,
590,11,Nov 1 2022,7:00 PM,Tue,Ball State,0,@,Kent State,0,
591,11,Nov 1 2022,12:00 AM,Tue,Buffalo,0,@,Ohio,0,
592,11,Nov 2 2022,7:00 PM,Wed,Central Michigan,0,@,Northern Illinois,0,
593,11,Nov 2 2022,7:00 PM,Wed,Western Michigan,0,@,Bowling Green,0,
594,11,Nov 3 2022,7:30 PM,Thu,Appalachian State,0,@,Coastal Carolina,0,
595,11,Nov 3 2022,7:00 PM,Thu,Texas-El Paso,0,@,Rice,0,
596,11,Nov 4 2022,7:00 PM,Fri,Duke,0,@,Boston College,0,
597,11,Nov 4 2022,7:00 PM,Fri,Massachusetts,0,@,Connecticut,0,
598,11,Nov 4 2022,10:30 PM,Fri,Oregon State,0,@,Washington,0,
599,11,Nov 5 2022,1:00 AM,Sat,(2) Alabama,0,@,Louisiana State,0,
600,11,Nov 5 2022,2:00 AM,Sat,Arizona,0,@,(14) Utah,0,
601,11,Nov 5 2022,11:30 AM,Sat,Army,0,N,Air Force,0,
602,11,Nov 5 2022,1:00 AM,Sat,Auburn,0,@,Mississippi State,0,
603,11,Nov 5 2022,1:00 AM,Sat,(17) Baylor,0,@,(6) Oklahoma,0,
604,11,Nov 5 2022,2:00 AM,Sat,(12) Brigham Young,0,@,Boise State,0,
605,11,Nov 5 2022,3:00 AM,Sat,California,0,@,(7) Southern California,0,
606,11,Nov 5 2022,1:00 AM,Sat,Central Florida,0,@,Memphis,0,
607,11,Nov 5 2022,7:30 PM,Sat,(5) Clemson,0,@,Notre Dame,0,
608,11,Nov 5 2022,3:00 AM,Sat,Colorado State,0,@,San Jose State,0,
609,11,Nov 5 2022,1:00 AM,Sat,(18) Florida,0,@,(24) Texas A&M,0,
610,11,Nov 5 2022,4:00 PM,Sat,Florida International,0,@,North Texas,0,
611,11,Nov 5 2022,12:00 AM,Sat,Florida State,0,@,(13) Miami (FL),0,
612,11,Nov 5 2022,1:00 AM,Sat,Georgia State,0,@,Southern Mississippi,0,
613,11,Nov 5 2022,12:00 AM,Sat,Georgia Tech,0,@,Virginia Tech,0,
614,11,Nov 5 2022,3:00 AM,Sat,Hawaii,0,@,Fresno State,0,
615,11,Nov 5 2022,1:00 AM,Sat,Houston,0,@,Southern Methodist,0,
616,11,Nov 5 2022,12:00 AM,Sat,Iowa,0,@,Purdue,0,
617,11,Nov 5 2022,12:00 AM,Sat,James Madison,0,@,Louisville,0,
618,11,Nov 5 2022,1:00 AM,Sat,(9) Kentucky,0,@,Missouri,0,
619,11,Nov 5 2022,1:00 AM,Sat,Liberty,0,@,(10) Arkansas,0,
620,11,Nov 5 2022,12:00 AM,Sat,Marshall,0,@,Old Dominion,0,
621,11,Nov 5 2022,1:00 AM,Sat,Maryland,0,@,Wisconsin,0,
622,11,Nov 5 2022,12:00 AM,Sat,(4) Michigan,0,@,Rutgers,0,
623,11,Nov 5 2022,1:00 AM,Sat,(11) Michigan State,0,@,Illinois,0,
624,11,Nov 5 2022,3:00 PM,Sat,Middle Tennessee State,0,@,Louisiana Tech,0,
625,11,Nov 5 2022,1:00 AM,Sat,Minnesota,0,@,Nebraska,0,
626,11,Nov 5 2022,12:00 AM,Sat,Navy,0,@,Cincinnati,0,
627,11,Nov 5 2022,7:00 PM,Sat,Nevada-Las Vegas,0,@,San Diego State,0,
628,11,Nov 5 2022,3:30 PM,Sat,New Mexico,0,@,Utah State,0,
629,11,Nov 5 2022,12:00 AM,Sat,North Carolina,0,@,Virginia,0,
630,11,Nov 5 2022,1:00 AM,Sat,(3) Ohio State,0,@,Northwestern,0,
631,11,Nov 5 2022,1:00 AM,Sat,(8) Oklahoma State,0,@,Kansas,0,
632,11,Nov 5 2022,2:00 AM,Sat,(25) Oregon,0,@,Colorado,0,
