Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
315,6,Oct 1 2021,8:00 PM,Fri,(5) Iowa,51,@,Maryland,14,
316,6,Oct 2 2021,6:30 PM,Sat,Air Force,38,@,New Mexico,10,
317,6,Oct 2 2021,3:30 PM,Sat,(1) Alabama,42,,(12) Mississippi,21,
318,6,Oct 2 2021,2:00 PM,Sat,Appalachian State,45,@,Georgia State,16,
319,6,Oct 2 2021,10:30 PM,Sat,Arizona State,42,@,(20) UCLA,23,
320,6,Oct 2 2021,9:00 PM,Sat,(22) Auburn,24,@,Louisiana State,19,
321,6,Oct 2 2021,5:00 PM,Sat,Ball State,28,,Army,16,
322,6,Oct 2 2021,2:30 PM,Sat,(7) Cincinnati,24,@,(9) Notre Dame,13,
323,6,Oct 2 2021,7:30 PM,Sat,(25) Clemson,19,,Boston College,13,
324,6,Oct 2 2021,2:30 PM,Sat,(16) Coastal Carolina,59,,Louisiana-Monroe,6,
325,6,Oct 2 2021,3:30 PM,Sat,East Carolina,52,,Tulane,29,
326,6,Oct 2 2021,3:30 PM,Sat,Florida Atlantic,58,,Florida International,21,
327,6,Oct 2 2021,3:30 PM,Sat,Florida State,33,,Syracuse,30,
328,6,Oct 2 2021,12:00 PM,Sat,(2) Georgia,37,,(8) Arkansas,0,
329,6,Oct 2 2021,4:00 PM,Sat,Georgia Southern,59,,Arkansas State,33,
330,6,Oct 2 2021,11:00 PM,Sat,Hawaii,27,,(18) Fresno State,24,
331,6,Oct 2 2021,12:00 PM,Sat,Illinois,24,,Charlotte,14,
332,6,Oct 2 2021,7:00 PM,Sat,Iowa State,59,,Kansas,7,
333,6,Oct 2 2021,3:30 PM,Sat,Kent State,27,,Bowling Green State,20,
334,6,Oct 2 2021,6:00 PM,Sat,Kentucky,20,,(10) Florida,13,
335,6,Oct 2 2021,7:00 PM,Sat,Liberty,36,@,Alabama-Birmingham,12,
336,6,Oct 2 2021,8:00 PM,Sat,Louisiana,20,@,South Alabama,18,
337,6,Oct 2 2021,3:30 PM,Sat,Miami (OH),28,,Central Michigan,17,
338,6,Oct 2 2021,12:00 PM,Sat,(14) Michigan,38,@,Wisconsin,17,
339,6,Oct 2 2021,7:30 PM,Sat,(17) Michigan State,48,,Western Kentucky,31,
340,6,Oct 2 2021,7:00 PM,Sat,Middle Tennessee State,34,,Marshall,28,
341,6,Oct 2 2021,12:00 PM,Sat,Minnesota,20,@,Purdue,13,
342,6,Oct 2 2021,7:00 PM,Sat,Mississippi State,26,@,(15) Texas A&M,22,
343,6,Oct 2 2021,3:30 PM,Sat,Navy,34,,Central Florida,30,
344,6,Oct 2 2021,7:30 PM,Sat,Nebraska,56,,Northwestern,7,
345,6,Oct 2 2021,3:30 PM,Sat,Nevada,41,@,Boise State,31,
346,6,Oct 2 2021,12:00 PM,Sat,North Carolina,38,,Duke,7,
347,6,Oct 2 2021,6:00 PM,Sat,(23) North Carolina State,34,,Louisiana Tech,27,
348,6,Oct 2 2021,2:30 PM,Sat,Northern Illinois,27,,Eastern Michigan,20,
349,6,Oct 2 2021,3:30 PM,Sat,Ohio,34,@,Akron,17,
350,6,Oct 2 2021,3:30 PM,Sat,(11) Ohio State,52,@,Rutgers,13,
351,6,Oct 2 2021,3:30 PM,Sat,(6) Oklahoma,37,@,Kansas State,31,
352,6,Oct 2 2021,7:00 PM,Sat,(19) Oklahoma State,24,,(21) Baylor,14,
353,6,Oct 2 2021,9:00 PM,Sat,Oregon State,27,,Washington,24,
354,6,Oct 2 2021,7:30 PM,Sat,(4) Penn State,24,,Indiana,0,
355,6,Oct 2 2021,12:00 PM,Sat,Pittsburgh,52,@,Georgia Tech,21,
356,6,Oct 2 2021,6:30 PM,Sat,Rice,24,,Southern Mississippi,19,
357,6,Oct 2 2021,10:30 PM,Sat,San Jose State,37,,New Mexico State,31,
358,6,Oct 2 2021,3:30 PM,Sat,South Carolina,23,,Troy,14,
359,6,Oct 2 2021,2:00 PM,Sat,Southern California,37,@,Colorado,14,
360,6,Oct 2 2021,4:00 PM,Sat,Southern Methodist,41,,South Florida,17,
361,6,Oct 2 2021,3:30 PM,Sat,Stanford,31,,(3) Oregon,24,
362,6,Oct 2 2021,12:00 PM,Sat,Temple,34,,Memphis,31,
363,6,Oct 2 2021,12:00 PM,Sat,Tennessee,62,@,Missouri,24,
364,6,Oct 2 2021,12:00 PM,Sat,Texas,32,@,Texas Christian,27,
365,6,Oct 2 2021,3:30 PM,Sat,Texas Tech,23,@,West Virginia,20,
366,6,Oct 2 2021,9:00 PM,Sat,Texas-El Paso,28,,Old Dominion,21,
367,6,Oct 2 2021,6:00 PM,Sat,Texas-San Antonio,24,,Nevada-Las Vegas,17,
368,6,Oct 2 2021,12:00 PM,Sat,Toledo,45,@,Massachusetts,7,
369,6,Oct 2 2021,7:30 PM,Sat,Vanderbilt,30,,Connecticut,28,
370,6,Oct 2 2021,12:30 PM,Sat,(24) Wake Forest,37,,Louisville,34,
371,6,Oct 2 2021,5:30 PM,Sat,Washington State,21,@,California,6,
372,6,Oct 2 2021,12:00 PM,Sat,Western Michigan,24,@,Buffalo,17,
373,7,Oct 7 2021,7:30 PM,Thu,(15) Coastal Carolina,52,@,Arkansas State,20,
374,7,Oct 7 2021,7:30 PM,Thu,Houston,40,@,Tulane,22,
375,7,Oct 8 2021,10:30 PM,Fri,(22) Arizona State,28,,Stanford,10,
376,7,Oct 8 2021,7:00 PM,Fri,Charlotte,45,@,Florida International,33,
377,7,Oct 8 2021,7:00 PM,Fri,(5) Cincinnati,52,,Temple,3,
378,7,Oct 9 2021,7:00 PM,Sat,Air Force,24,,Wyoming,14,
379,7,Oct 9 2021,12:00 PM,Sat,Akron,35,@,Bowling Green State,20,
380,7,Oct 9 2021,3:30 PM,Sat,Alabama-Birmingham,31,,Florida Atlantic,14,
381,7,Oct 9 2021,3:30 PM,Sat,Ball State,45,@,Western Michigan,20,
382,7,Oct 9 2021,12:00 PM,Sat,Baylor,45,,West Virginia,20,
383,7,Oct 9 2021,3:30 PM,Sat,Boise State,26,@,(10) Brigham Young,17,
384,7,Oct 9 2021,6:00 PM,Sat,Central Florida,20,,East Carolina,16,
385,7,Oct 9 2021,3:30 PM,Sat,Central Michigan,30,@,Ohio,27,
386,7,Oct 9 2021,3:30 PM,Sat,Colorado State,32,,San Jose State,14,
387,7,Oct 9 2021,3:30 PM,Sat,Eastern Michigan,13,,Miami (OH),12,
388,7,Oct 9 2021,12:00 PM,Sat,(20) Florida,42,,Vanderbilt,0,
389,7,Oct 9 2021,3:30 PM,Sat,Florida State,35,@,North Carolina,25,
390,7,Oct 9 2021,3:30 PM,Sat,(2) Georgia,34,@,(18) Auburn,10,
391,7,Oct 9 2021,8:00 PM,Sat,Georgia State,55,@,Louisiana-Monroe,21,
392,7,Oct 9 2021,12:30 PM,Sat,Georgia Tech,31,@,Duke,27,
393,7,Oct 9 2021,4:00 PM,Sat,(3) Iowa,23,,(4) Penn State,20,
394,7,Oct 9 2021,7:00 PM,Sat,Kent State,48,,Buffalo,38,
395,7,Oct 9 2021,7:30 PM,Sat,(16) Kentucky,42,,Louisiana State,21,
396,7,Oct 9 2021,3:30 PM,Sat,Liberty,41,,Middle Tennessee State,13,
397,7,Oct 9 2021,2:00 PM,Sat,Marshall,20,,Old Dominion,13,
398,7,Oct 9 2021,3:30 PM,Sat,Massachusetts,27,,Connecticut,13,
399,7,Oct 9 2021,7:30 PM,Sat,(9) Michigan,32,@,Nebraska,29,
400,7,Oct 9 2021,12:00 PM,Sat,(11) Michigan State,31,@,Rutgers,13,
401,7,Oct 9 2021,12:00 PM,Sat,(17) Mississippi,52,,(13) Arkansas,51,
402,7,Oct 9 2021,4:00 PM,Sat,Missouri,48,,North Texas,35,
403,7,Oct 9 2021,10:30 PM,Sat,Nevada,55,,New Mexico State,28,
404,7,Oct 9 2021,12:00 PM,Sat,Northern Illinois,22,@,Toledo,20,
405,7,Oct 9 2021,7:30 PM,Sat,(14) Notre Dame,32,@,Virginia Tech,29,
406,7,Oct 9 2021,12:00 PM,Sat,(7) Ohio State,66,,Maryland,17,
407,7,Oct 9 2021,12:00 PM,Sat,(6) Oklahoma,55,N,(21) Texas,48,Cotton Bowl - Dallas Texas
408,7,Oct 9 2021,9:00 PM,Sat,(25) San Diego State,31,,New Mexico,7,
409,7,Oct 9 2021,3:30 PM,Sat,(24) Southern Methodist,31,@,Navy,24,
410,7,Oct 9 2021,12:00 PM,Sat,Tennessee,45,,South Carolina,20,
411,7,Oct 9 2021,8:00 PM,Sat,Texas A&M,41,,(1) Alabama,38,
412,7,Oct 9 2021,7:00 PM,Sat,Texas Christian,52,@,Texas Tech,31,
413,7,Oct 9 2021,7:00 PM,Sat,Texas State,33,,South Alabama,31,
414,7,Oct 9 2021,7:00 PM,Sat,Texas-El Paso,26,@,Southern Mississippi,13,
415,7,Oct 9 2021,7:00 PM,Sat,Texas-San Antonio,52,@,Western Kentucky,46,
416,7,Oct 9 2021,7:00 PM,Sat,Troy,27,,Georgia Southern,24,
417,7,Oct 9 2021,9:00 PM,Sat,Tulsa,35,,Memphis,29,
418,7,Oct 9 2021,10:30 PM,Sat,UCLA,34,@,Arizona,16,
419,7,Oct 9 2021,8:00 PM,Sat,Utah,42,@,Southern California,26,
420,7,Oct 9 2021,3:00 PM,Sat,Virginia,34,@,Louisville,33,
421,7,Oct 9 2021,3:30 PM,Sat,(19) Wake Forest,40,@,Syracuse,37,
422,7,Oct 9 2021,4:00 PM,Sat,Washington State,31,,Oregon State,24,
423,7,Oct 9 2021,3:30 PM,Sat,Wisconsin,24,@,Illinois,0,
424,8,Oct 12 2021,7:30 PM,Tue,Appalachian State,,@,Louisiana,,
425,8,Oct 14 2021,7:30 PM,Thu,Georgia Southern,,@,South Alabama,,
426,8,Oct 14 2021,7:30 PM,Thu,Navy,,@,Memphis,,
427,8,Oct 15 2021,10:30 PM,Fri,California,,@,(8) Oregon,,
428,8,Oct 15 2021,7:00 PM,Fri,Clemson,,@,Syracuse,,
429,8,Oct 15 2021,7:00 PM,Fri,Marshall,,@,North Texas,,
430,8,Oct 15 2021,10:30 PM,Fri,(25) San Diego State,,@,San Jose State,,
431,8,Oct 16 2021,1:00 PM,Sat,Air Force,,@,Boise State,,
432,8,Oct 16 2021,2:30 PM,Sat,Akron,,@,Miami (OH),,
433,8,Oct 16 2021,7:00 PM,Sat,(1) Alabama,,@,Mississippi State,,
434,8,Oct 16 2021,3:30 PM,Sat,Alabama-Birmingham,,@,Southern Mississippi,,
435,8,Oct 16 2021,1:00 PM,Sat,Arizona,,@,Colorado,,
436,8,Oct 16 2021,10:00 PM,Sat,(22) Arizona State,,@,Utah,,
437,8,Oct 16 2021,8:00 PM,Sat,Army,,@,Wisconsin,,
438,8,Oct 16 2021,12:00 PM,Sat,(18) Auburn,,@,(13) Arkansas,,
439,8,Oct 16 2021,2:00 PM,Sat,Ball State,,@,Eastern Michigan,,
440,8,Oct 16 2021,3:30 PM,Sat,Bowling Green State,,@,Northern Illinois,,
441,8,Oct 16 2021,3:30 PM,Sat,(10) Brigham Young,,@,Baylor,,
442,8,Oct 16 2021,12:00 PM,Sat,Central Florida,,@,(5) Cincinnati,,
443,8,Oct 16 2021,7:00 PM,Sat,Colorado State,,@,New Mexico,,
444,8,Oct 16 2021,12:30 PM,Sat,Duke,,@,Virginia,,
445,8,Oct 16 2021,12:00 PM,Sat,(20) Florida,,@,Louisiana State,,
446,8,Oct 16 2021,1:00 PM,Sat,Fresno State,,@,Wyoming,,
447,8,Oct 16 2021,10:30 PM,Sat,Hawaii,,@,Nevada,,
448,8,Oct 16 2021,7:30 PM,Sat,Iowa State,,@,Kansas State,,
449,8,Oct 16 2021,3:30 PM,Sat,Kent State,,@,Western Michigan,,
450,8,Oct 16 2021,3:30 PM,Sat,(16) Kentucky,,@,(2) Georgia,,
451,8,Oct 16 2021,7:00 PM,Sat,Liberty,,@,Louisiana-Monroe,,
452,8,Oct 16 2021,9:00 PM,Sat,Louisiana Tech,,@,Texas-El Paso,,
453,8,Oct 16 2021,3:30 PM,Sat,Miami (FL),,@,North Carolina,,
454,8,Oct 16 2021,12:00 PM,Sat,(11) Michigan State,,@,Indiana,,
455,8,Oct 16 2021,7:30 PM,Sat,(17) Mississippi,,@,Tennessee,,
456,8,Oct 16 2021,12:00 PM,Sat,Nebraska,,@,Minnesota,,
457,8,Oct 16 2021,7:30 PM,Sat,(23) North Carolina State,,@,Boston College,,
458,8,Oct 16 2021,12:00 PM,Sat,Ohio,,@,Buffalo,,
459,8,Oct 16 2021,1:00 PM,Sat,(12) Oklahoma State,,@,(21) Texas,,
460,8,Oct 16 2021,3:30 PM,Sat,Pittsburgh,,@,Virginia Tech,,
461,8,Oct 16 2021,3:30 PM,Sat,Purdue,,@,(3) Iowa,,
462,8,Oct 16 2021,6:00 PM,Sat,Rice,,@,Texas-San Antonio,,
463,8,Oct 16 2021,12:00 PM,Sat,Rutgers,,@,Northwestern,,
464,8,Oct 16 2021,7:30 PM,Sat,Stanford,,@,Washington State,,
465,8,Oct 16 2021,12:00 PM,Sat,Texas A&M,,@,Missouri,,
466,8,Oct 16 2021,1:00 PM,Sat,Texas Christian,,@,(6) Oklahoma,,
467,8,Oct 16 2021,4:00 PM,Sat,Texas Tech,,@,Kansas,,
468,8,Oct 16 2021,3:30 PM,Sat,Toledo,,@,Central Michigan,,
469,8,Oct 16 2021,3:00 PM,Sat,Troy,,@,Texas State,,
470,8,Oct 16 2021,12:00 PM,Sat,Tulsa,,@,South Florida,,
471,8,Oct 16 2021,1:00 PM,Sat,UCLA,,@,Washington,,
472,8,Oct 16 2021,7:00 PM,Sat,Utah State,,@,Nevada-Las Vegas,,
473,8,Oct 16 2021,4:00 PM,Sat,Vanderbilt,,@,South Carolina,,
474,8,Oct 16 2021,3:30 PM,Sat,Western Kentucky,,@,Old Dominion,,
475,8,Oct 16 2021,12:00 PM,Sat,Yale,,@,Connecticut,,
476,9,Oct 20 2021,7:30 PM,Wed,(15) Coastal Carolina,,@,Appalachian State,,
477,9,Oct 21 2021,7:30 PM,Thu,Florida Atlantic,,@,Charlotte,,
478,9,Oct 21 2021,7:30 PM,Thu,Louisiana,,@,Arkansas State,,
479,9,Oct 21 2021,11:00 PM,Thu,San Jose State,,@,Nevada-Las Vegas,,
480,9,Oct 21 2021,7:30 PM,Thu,Tulane,,@,(24) Southern Methodist,,
481,9,Oct 22 2021,9:30 PM,Fri,Colorado State,,@,Utah State,,
482,9,Oct 22 2021,7:00 PM,Fri,Memphis,,@,Central Florida,,
483,9,Oct 22 2021,6:00 PM,Fri,Middle Tennessee State,,@,Connecticut,,
484,9,Oct 22 2021,10:30 PM,Fri,Washington,,@,Arizona,,
485,9,Oct 23 2021,1:00 PM,Sat,Arkansas-Pine Bluff,,@,(13) Arkansas,,
486,9,Oct 23 2021,1:00 PM,Sat,Boston College,,@,Louisville,,
487,9,Oct 23 2021,1:00 PM,Sat,(10) Brigham Young,,@,Washington State,,
488,9,Oct 23 2021,1:00 PM,Sat,Buffalo,,@,Akron,,
489,9,Oct 23 2021,12:00 PM,Sat,(5) Cincinnati,,@,Navy,,
490,9,Oct 23 2021,1:00 PM,Sat,Clemson,,@,Pittsburgh,,
491,9,Oct 23 2021,1:00 PM,Sat,Colorado,,@,California,,
492,9,Oct 23 2021,1:00 PM,Sat,East Carolina,,@,Houston,,
493,9,Oct 23 2021,1:00 PM,Sat,Eastern Michigan,,@,Bowling Green State,,
494,9,Oct 23 2021,1:00 PM,Sat,Georgia Tech,,@,Virginia,,
495,9,Oct 23 2021,12:00 PM,Sat,Illinois,,@,(4) Penn State,,
496,9,Oct 23 2021,1:00 PM,Sat,Kansas State,,@,Texas Tech,,
497,9,Oct 23 2021,1:00 PM,Sat,Kent State,,@,Ohio,,
498,9,Oct 23 2021,4:00 PM,Sat,Liberty,,@,North Texas,,
499,9,Oct 23 2021,1:00 PM,Sat,Louisiana State,,@,(17) Mississippi,,
500,9,Oct 23 2021,1:00 PM,Sat,Maryland,,@,Minnesota,,
501,9,Oct 23 2021,1:00 PM,Sat,Massachusetts,,@,Florida State,,
502,9,Oct 23 2021,3:30 PM,Sat,Miami (OH),,@,Ball State,,
503,9,Oct 23 2021,1:00 PM,Sat,Mississippi State,,@,Vanderbilt,,
504,9,Oct 23 2021,1:00 PM,Sat,Nevada,,@,Fresno State,,
505,9,Oct 23 2021,3:30 PM,Sat,New Mexico,,@,Wyoming,,
506,9,Oct 23 2021,11:59 PM,Sat,New Mexico State,,@,Hawaii,,
507,9,Oct 23 2021,1:00 PM,Sat,(23) North Carolina State,,@,Miami (FL),,
508,9,Oct 23 2021,1:00 PM,Sat,Northern Illinois,,@,Central Michigan,,
509,9,Oct 23 2021,1:00 PM,Sat,Northwestern,,@,(9) Michigan,,
510,9,Oct 23 2021,1:00 PM,Sat,(7) Ohio State,,@,Indiana,,
511,9,Oct 23 2021,1:00 PM,Sat,(6) Oklahoma,,@,Kansas,,
512,9,Oct 23 2021,1:00 PM,Sat,(12) Oklahoma State,,@,Iowa State,,
513,9,Oct 23 2021,1:00 PM,Sat,(8) Oregon,,@,UCLA,,
514,9,Oct 23 2021,1:00 PM,Sat,Rice,,@,Alabama-Birmingham,,
515,9,Oct 23 2021,7:00 PM,Sat,(25) San Diego State,,@,Air Force,,
516,9,Oct 23 2021,7:00 PM,Sat,South Alabama,,@,Louisiana-Monroe,,
517,9,Oct 23 2021,1:00 PM,Sat,South Carolina,,@,Texas A&M,,
518,9,Oct 23 2021,7:30 PM,Sat,Southern California,,@,(14) Notre Dame,,
519,9,Oct 23 2021,1:00 PM,Sat,Syracuse,,@,Virginia Tech,,
520,9,Oct 23 2021,1:00 PM,Sat,Temple,,@,South Florida,,
521,9,Oct 23 2021,1:00 PM,Sat,Tennessee,,@,(1) Alabama,,
522,9,Oct 23 2021,1:00 PM,Sat,Texas State,,@,Georgia State,,
523,9,Oct 23 2021,7:00 PM,Sat,Texas-San Antonio,,@,Louisiana Tech,,
524,9,Oct 23 2021,1:00 PM,Sat,Utah,,@,Oregon State,,
525,9,Oct 23 2021,12:00 PM,Sat,(19) Wake Forest,,@,Army,,
526,9,Oct 23 2021,1:00 PM,Sat,West Virginia,,@,Texas Christian,,
527,9,Oct 23 2021,7:00 PM,Sat,Western Kentucky,,@,Florida International,,
528,9,Oct 23 2021,1:00 PM,Sat,Western Michigan,,@,Toledo,,
529,9,Oct 23 2021,1:00 PM,Sat,Wisconsin,,@,Purdue,,
530,10,Oct 28 2021,7:30 PM,Thu,South Florida,,@,East Carolina,,
531,10,Oct 28 2021,7:30 PM,Thu,Troy,,@,(15) Coastal Carolina,,
532,10,Oct 29 2021,7:30 PM,Fri,Navy,,@,Tulsa,,
533,10,Oct 29 2021,10:00 PM,Fri,Nevada-Las Vegas,,@,Nevada,,
534,10,Oct 30 2021,1:00 PM,Sat,Arizona,,@,Southern California,,
535,10,Oct 30 2021,1:00 PM,Sat,Arkansas State,,@,South Alabama,,
536,10,Oct 30 2021,7:00 PM,Sat,Boise State,,@,Colorado State,,
537,10,Oct 30 2021,1:00 PM,Sat,Boston College,,@,Syracuse,,
538,10,Oct 30 2021,12:00 PM,Sat,Bowling Green State,,@,Buffalo,,
539,10,Oct 30 2021,1:00 PM,Sat,Central Florida,,@,Temple,,
540,10,Oct 30 2021,4:00 PM,Sat,Charlotte,,@,Western Kentucky,,
541,10,Oct 30 2021,1:00 PM,Sat,(5) Cincinnati,,@,Tulane,,
542,10,Oct 30 2021,1:00 PM,Sat,Colorado,,@,(8) Oregon,,
543,10,Oct 30 2021,1:00 PM,Sat,Duke,,@,(19) Wake Forest,,
544,10,Oct 30 2021,3:30 PM,Sat,Florida International,,@,Marshall,,
545,10,Oct 30 2021,1:00 PM,Sat,Florida State,,@,Clemson,,
546,10,Oct 30 2021,10:30 PM,Sat,Fresno State,,@,(25) San Diego State,,
547,10,Oct 30 2021,3:30 PM,Sat,(2) Georgia,,N,(20) Florida,,
548,10,Oct 30 2021,6:00 PM,Sat,Georgia State,,@,Georgia Southern,,
549,10,Oct 30 2021,3:00 PM,Sat,Hawaii,,@,Utah State,,
550,10,Oct 30 2021,12:00 PM,Sat,Indiana,,@,Maryland,,
551,10,Oct 30 2021,12:00 PM,Sat,(3) Iowa,,@,Wisconsin,,
552,10,Oct 30 2021,1:00 PM,Sat,Iowa State,,@,West Virginia,,
553,10,Oct 30 2021,1:00 PM,Sat,Kansas,,@,(12) Oklahoma State,,
554,10,Oct 30 2021,1:00 PM,Sat,(16) Kentucky,,@,Mississippi State,,
555,10,Oct 30 2021,3:30 PM,Sat,Louisiana Tech,,@,Old Dominion,,
556,10,Oct 30 2021,3:30 PM,Sat,Louisiana-Monroe,,@,Appalachian State,,
557,10,Oct 30 2021,1:00 PM,Sat,Louisville,,@,(23) North Carolina State,,
558,10,Oct 30 2021,1:00 PM,Sat,Massachusetts,,@,Liberty,,
559,10,Oct 30 2021,1:00 PM,Sat,Miami (FL),,@,Pittsburgh,,
560,10,Oct 30 2021,1:00 PM,Sat,(9) Michigan,,@,(11) Michigan State,,
561,10,Oct 30 2021,1:00 PM,Sat,Minnesota,,@,Northwestern,,
562,10,Oct 30 2021,1:00 PM,Sat,(17) Mississippi,,@,(18) Auburn,,
563,10,Oct 30 2021,1:00 PM,Sat,Missouri,,@,Vanderbilt,,
564,10,Oct 30 2021,7:30 PM,Sat,North Carolina,,@,(14) Notre Dame,,
565,10,Oct 30 2021,2:00 PM,Sat,North Texas,,@,Rice,,
566,10,Oct 30 2021,1:00 PM,Sat,Oregon State,,@,California,,
567,10,Oct 30 2021,1:00 PM,Sat,(4) Penn State,,@,(7) Ohio State,,
568,10,Oct 30 2021,1:00 PM,Sat,Purdue,,@,Nebraska,,
569,10,Oct 30 2021,1:00 PM,Sat,Rutgers,,@,Illinois,,
570,10,Oct 30 2021,1:00 PM,Sat,(24) Southern Methodist,,@,Houston,,
571,10,Oct 30 2021,3:30 PM,Sat,Southern Mississippi,,@,Middle Tennessee State,,
572,10,Oct 30 2021,1:00 PM,Sat,(21) Texas,,@,Baylor,,
573,10,Oct 30 2021,1:00 PM,Sat,Texas Christian,,@,Kansas State,,
574,10,Oct 30 2021,1:00 PM,Sat,Texas State,,@,Louisiana,,
575,10,Oct 30 2021,1:00 PM,Sat,Texas Tech,,@,(6) Oklahoma,,
576,10,Oct 30 2021,6:00 PM,Sat,Texas-El Paso,,@,Florida Atlantic,,
577,10,Oct 30 2021,1:00 PM,Sat,UCLA,,@,Utah,,
578,10,Oct 30 2021,1:00 PM,Sat,Virginia,,@,(10) Brigham Young,,
579,10,Oct 30 2021,1:00 PM,Sat,Virginia Tech,,@,Georgia Tech,,
580,10,Oct 30 2021,1:00 PM,Sat,Washington,,@,Stanford,,
581,10,Oct 30 2021,1:00 PM,Sat,Washington State,,@,(22) Arizona State,,
582,10,Oct 30 2021,1:00 PM,Sat,Wyoming,,@,San Jose State,,
583,11,Nov 2 2021,1:00 PM,Tue,Ball State,,@,Akron,,
584,11,Nov 2 2021,1:00 PM,Tue,Eastern Michigan,,@,Toledo,,
585,11,Nov 2 2021,1:00 PM,Tue,Miami (OH),,@,Ohio,,
586,11,Nov 3 2021,7:00 PM,Wed,Central Michigan,,@,Western Michigan,,
587,11,Nov 3 2021,7:00 PM,Wed,Northern Illinois,,@,Kent State,,
588,11,Nov 4 2021,7:30 PM,Thu,Georgia State,,@,Louisiana,,
589,11,Nov 5 2021,10:30 PM,Fri,Utah,,@,Stanford,,
590,11,Nov 5 2021,7:30 PM,Fri,Virginia Tech,,@,Boston College,,
591,11,Nov 6 2021,1:00 PM,Sat,Appalachian State,,@,Arkansas State,,
592,11,Nov 6 2021,11:30 AM,Sat,Army,,N,Air Force,,
593,11,Nov 6 2021,1:00 PM,Sat,(18) Auburn,,@,Texas A&M,,
594,11,Nov 6 2021,1:00 PM,Sat,Baylor,,@,Texas Christian,,
595,11,Nov 6 2021,7:00 PM,Sat,Boise State,,@,Fresno State,,
596,11,Nov 6 2021,1:00 PM,Sat,California,,@,Arizona,,
597,11,Nov 6 2021,1:00 PM,Sat,Clemson,,@,Louisville,,
598,11,Nov 6 2021,6:00 PM,Sat,(15) Coastal Carolina,,@,Georgia Southern,,
599,11,Nov 6 2021,3:30 PM,Sat,Colorado State,,@,Wyoming,,
600,11,Nov 6 2021,1:00 PM,Sat,(20) Florida,,@,South Carolina,,
601,11,Nov 6 2021,1:00 PM,Sat,Georgia Tech,,@,Miami (FL),,
602,11,Nov 6 2021,1:00 PM,Sat,Houston,,@,South Florida,,
603,11,Nov 6 2021,3:00 PM,Sat,Idaho State,,@,(10) Brigham Young,,
604,11,Nov 6 2021,1:00 PM,Sat,Illinois,,@,Minnesota,,
605,11,Nov 6 2021,1:00 PM,Sat,Indiana,,@,(9) Michigan,,
606,11,Nov 6 2021,1:00 PM,Sat,(3) Iowa,,@,Northwestern,,
607,11,Nov 6 2021,1:00 PM,Sat,Kansas State,,@,Kansas,,
608,11,Nov 6 2021,1:00 PM,Sat,Liberty,,@,(17) Mississippi,,
609,11,Nov 6 2021,1:00 PM,Sat,Louisiana State,,@,(1) Alabama,,
610,11,Nov 6 2021,12:00 PM,Sat,Louisiana Tech,,@,Alabama-Birmingham,,
611,11,Nov 6 2021,1:00 PM,Sat,Louisiana-Monroe,,@,Texas State,,
612,11,Nov 6 2021,6:00 PM,Sat,Marshall,,@,Florida Atlantic,,
613,11,Nov 6 2021,1:00 PM,Sat,(11) Michigan State,,@,Purdue,,
614,11,Nov 6 2021,3:30 PM,Sat,Middle Tennessee State,,@,Western Kentucky,,
615,11,Nov 6 2021,1:00 PM,Sat,Mississippi State,,@,(13) Arkansas,,
616,11,Nov 6 2021,1:00 PM,Sat,Missouri,,@,(2) Georgia,,
617,11,Nov 6 2021,3:30 PM,Sat,Navy,,@,(14) Notre Dame,,
618,11,Nov 6 2021,7:00 PM,Sat,Nevada-Las Vegas,,@,New Mexico,,
619,11,Nov 6 2021,1:00 PM,Sat,(23) North Carolina State,,@,Florida State,,
620,11,Nov 6 2021,3:00 PM,Sat,North Texas,,@,Southern Mississippi,,
621,11,Nov 6 2021,1:00 PM,Sat,(7) Ohio State,,@,Nebraska,,
622,11,Nov 6 2021,1:00 PM,Sat,(12) Oklahoma State,,@,West Virginia,,
623,11,Nov 6 2021,7:00 PM,Sat,Old Dominion,,@,Florida International,,
624,11,Nov 6 2021,1:00 PM,Sat,(8) Oregon,,@,Washington,,
625,11,Nov 6 2021,1:00 PM,Sat,Oregon State,,@,Colorado,,
626,11,Nov 6 2021,1:00 PM,Sat,(4) Penn State,,@,Maryland,,
627,11,Nov 6 2021,1:00 PM,Sat,Pittsburgh,,@,Duke,,
628,11,Nov 6 2021,1:00 PM,Sat,Rhode Island,,@,Massachusetts,,
629,11,Nov 6 2021,3:30 PM,Sat,Rice,,@,Charlotte,,
630,11,Nov 6 2021,12:00 PM,Sat,(25) San Diego State,,@,Hawaii,,
631,11,Nov 6 2021,1:00 PM,Sat,San Jose State,,@,Nevada,,
632,11,Nov 6 2021,1:00 PM,Sat,South Alabama,,@,Troy,,
633,11,Nov 6 2021,1:00 PM,Sat,Southern California,,@,(22) Arizona State,,
634,11,Nov 6 2021,1:00 PM,Sat,(24) Southern Methodist,,@,Memphis,,
635,11,Nov 6 2021,1:00 PM,Sat,Temple,,@,East Carolina,,
636,11,Nov 6 2021,1:00 PM,Sat,Tennessee,,@,(16) Kentucky,,
637,11,Nov 6 2021,1:00 PM,Sat,(21) Texas,,@,Iowa State,,
638,11,Nov 6 2021,4:00 PM,Sat,Texas-San Antonio,,@,Texas-El Paso,,
639,11,Nov 6 2021,1:00 PM,Sat,Tulane,,@,Central Florida,,
